This list contains all games supported by FB Alpha.

5812 games supported in total; X = excluded from build; D = included in debug build only; NW = not working

  name		  status  full name						  parent	  year	  company	  hardware	  remarks
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
| drgnbowl	|  	| Dragon Bowl						| 		| 1992	| Nics		| Miscellaneous	| 					|
| dbreedm72	|  	| Dragon Breed (M72 PCB version)			| dbreed	| 1989	| Irem		| M72		| 					|
| dbreed	|  	| Dragon Breed (M81 PCB version)			| 		| 1989	| Irem		| M81		| 					|
| drgnbstr	|  	| Dragon Buster						| 		| 1984	| Namco		| Miscellaneous	| Missing sounds			|
| pce_dragnegg	|  	| Dragon Egg!						| 		| 1991	| Masiya	| PC Engine	| 					|
| pce_dsaber	|  	| Dragon Saber - After Story of Dragon Spirit		| 		| 1991	| Namcot	| PC Engine	| 					|
| pce_dsaber1	|  	| Dragon Saber - After Story of Dragon Spirit (Alt)	| pce_dsaber	| 1991	| Namcot	| PC Engine	| 					|
| md_dslayed	|  	| Dragon Slayer - Eiyuu Densetsu (Jpn)			| 		| 1994	| Sega		| Sega Megadrive| 					|
| md_dslayed2	|  	| Dragon Slayer - Eiyuu Densetsu II (Jpn)		| 		| 1995	| Sega		| Sega Megadrive| 					|
| pce_dspirit	|  	| Dragon Spirit						| 		| 1988	| Namcot	| PC Engine	| 					|
| tg_dspirit	|  	| Dragon Spirit						| 		| 1989	| NEC		| TurboGrafx 16	| 					|
| drgnunit	|  	| Dragon Unit / Castle of Dragon			| 		| 1989	| Seta		| Seta		| 					|
| dw2001	|  	| Dragon World 2001 (V100, Japan)			| 		| 2001	| IGS (Alta Co.,| PolyGameMaster| Bad sound?				|
| drgw3100	| D NW	| Dragon World 3 (ver. 100)				| drgw3		| 1998	| IGS		| PolyGameMaster| 					|
| drgw3105	| D NW	| Dragon World 3 (ver. 105)				| drgw3		| 1998	| IGS		| PolyGameMaster| 					|
| dw2v100x	|  	| Dragon World II (V100X, World)			| drgw2		| 1997	| IGS		| PolyGameMaster| 					|
| drgw2		|  	| Dragon World II (V110X, World)			| 		| 1997	| IGS		| PolyGameMaster| 					|
| dwpc		|  	| Dragon World Pretty Chance (V101, Japan)		| 		| 2001	| IGS (Alta Co.,| PolyGameMaster| Bad sound?				|
| tg_dragcrse	|  	| Dragon's Curse					| 		| 1990	| NEC		| TurboGrafx 16	| 					|
| md_shangh3	|  	| Dragon's Eye Plus - Shanghai III (Jpn)		| 		| 1991	| Home Data	| Sega Megadrive| 					|
| md_dfury	|  	| Dragon's Fury (Euro, USA)				| 		| 1992	| Tengen	| Sega Megadrive| 					|
| md_dlair	|  	| Dragon's Lair (USA, Prototype)			| 		| 199?	| Taito		| Sega Megadrive| 					|
| md_dragnrev	|  	| Dragon's Revenge (Euro, USA)				| 		| 1993	| Tengen	| Sega Megadrive| 					|
| md_dragnrevj	|  	| Dragon's Revenge (Jpn)				| md_dragnrev	| 1993	| Tengen	| Sega Megadrive| 					|
| drgninjab	|  	| Dragonninja (bootleg set 1)				| baddudes	| 1988	| bootleg	| DEC0		| 					|
| drgninjab2	|  	| Dragonninja (bootleg set 2)				| baddudes	| 1988	| bootleg	| DEC0		| 					|
| drgninja	|  	| Dragonninja (Japan)					| baddudes	| 1988	| Data East Corp| DEC0		| 					|
| drakton	|  	| Drakton (DK conversion)				| 		| 1984	| Epos Corporati| Miscellaneous	| No sound				|
| drktnjr	|  	| Drakton (DKJr conversion)				| drakton	| 1984	| Epos Corporati| Miscellaneous	| No sound				|
| dland		|  	| Dream Land / Super Dream Land (bootleg of Bubble Bobbl| bublbobl	| 1987	| bootleg	| Taito Misc	| 					|
| dremshpr	|  	| Dream Shopper						| 		| 1982	| Sanritsu	| Pac-man	| 					|
| dsoccr94j	|  	| Dream Soccer '94 (Japan)				| dsoccr94	| 1994	| Irem		| M92		| Imperfect sound and graphics		|
| driftout	|  	| Drift Out (Europe)					| 		| 1991	| Visco (Europe)| Taito-F2	| 					|
| driftoutj	|  	| Drift Out (Japan)					| driftout	| 1991	| Visco (Japan)	| Taito-F2	| 					|
| driveout	|  	| Drive Out						| driftout	| 1991	| bootleg	| Taito-F2	| 					|
| drivfrcb	|  	| Driving Force (Galaxian conversion bootleg)		| drivfrcp	| 1985	| bootleg (Elsys| Galaxian	| 					|
| drivfrcg	|  	| Driving Force (Galaxian conversion)			| drivfrcp	| 1984	| Shinkai Inc. (| Galaxian	| 					|
| drivfrcp	|  	| Driving Force (Pac-Man conversion)			| 		| 1984	| Shinkai Inc. (| Pac-man	| 					|
| pce_droprock	|  	| Drop Rock Hora Hora					| 		| 1990	| Data East	| PC Engine	| 					|
| pce_droprock1	|  	| Drop Rock Hora Hora (Alt)				| pce_droprock	| 1990	| Data East	| PC Engine	| 					|
| tg_dropoff	|  	| Drop.Off						| 		| 1990	| NEC		| TurboGrafx 16	| 					|
| ducki		|  	| Duck Tales (Intro demo)				| 		| 2009	| Sergi		| Neo Geo MVS	| You must use the Universe BIOS and set|
| md_dukenk3d	|  	| Duke Nukem 3D (Bra)					| 		| 1998	| Tec Toy	| Sega Megadrive| 					|
| md_dukenk3da	|  	| Duke Nukem 3D (Pirate)				| md_dukenk3d	| 199?	| <unknown>	| Sega Megadrive| 					|
| dumpmtmt	|  	| Dump Matsumoto (Japan, 8751 317-unknown)		| bodyslam	| 1986	| Sega		| System 16A	| 					|
| md_duneu	|  	| Dune - The Battle for Arrakis (USA)			| md_dune2	| 1993	| Virgin Interac| Sega Megadrive| 					|
| md_dune2	|  	| Dune II - Battle for Arrakis (Euro)			| 		| 1993	| Virgin Interac| Sega Megadrive| 					|
| md_dune2g	|  	| Dune II - Kampf um den Wustenplaneten (Ger)		| md_dune2	| 1993	| Virgin Interac| Sega Megadrive| 					|
| tg_dungexpl	|  	| Dungeon Explorer					| 		| 1989	| NEC		| TurboGrafx 16	| 					|
| pce_dungexpl	|  	| Dungeon Explorer					| 		| 1989	| Hudson	| PC Engine	| 					|
| ddsomjr1	|  	| Dungeons & Dragons - shadow over mystara (960206 Japan| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomr3	|  	| Dungeons & Dragons - shadow over mystara (960208 Euro)| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomr2	|  	| Dungeons & Dragons - shadow over mystara (960209 Euro)| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomur1	|  	| Dungeons & Dragons - shadow over mystara (960209 USA)	| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomb	|  	| Dungeons & Dragons - shadow over mystara (960223 Brazi| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomr1	|  	| Dungeons & Dragons - shadow over mystara (960223 Euro)| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomh	|  	| Dungeons & Dragons - shadow over mystara (960223 Hispa| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsoma	|  	| Dungeons & Dragons - shadow over mystara (960619 Asia)| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsom		|  	| Dungeons & Dragons - shadow over mystara (960619 Euro)| 		| 1996	| Capcom	| CPS2		| 					|
| ddsomj	|  	| Dungeons & Dragons - shadow over mystara (960619 Japan| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomud	|  	| Dungeons & Dragons - shadow over mystara (960619 USA P| ddsom		| 1996	| bootleg	| CPS2		| 					|
| ddsomu	|  	| Dungeons & Dragons - shadow over mystara (960619 USA)	| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddtoda	|  	| Dungeons & Dragons - tower of doom (940113 Asia)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodr1	|  	| Dungeons & Dragons - tower of doom (940113 Euro)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodhr2	|  	| Dungeons & Dragons - tower of doom (940113 Hispanic)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodjr2	|  	| Dungeons & Dragons - tower of doom (940113 Japan)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodur1	|  	| Dungeons & Dragons - tower of doom (940113 USA)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodhr1	|  	| Dungeons & Dragons - tower of doom (940125 Hispanic)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodjr1	|  	| Dungeons & Dragons - tower of doom (940125 Japan)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodu	|  	| Dungeons & Dragons - tower of doom (940125 USA)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodd	|  	| Dungeons & Dragons - tower of doom (940412 Euro Phoeni| ddtod		| 1994	| bootleg	| CPS2		| 					|
| ddtod		|  	| Dungeons & Dragons - tower of doom (940412 Euro)	| 		| 1994	| Capcom	| CPS2		| 					|
| ddtodh	|  	| Dungeons & Dragons - tower of doom (940412 Hispanic)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodj	|  	| Dungeons & Dragons - tower of doom (940412 Japan)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| md_ddwares	|  	| Dungeons & Dragons - Warriors of the Eternal Sun (Euro| 		| 1992	| Sega		| Sega Megadrive| 					|
| dunkshot	|  	| Dunk Shot (FD1089 317-0022)				| 		| 1986	| Sega		| System 16B	| 					|
| md_dynabr	|  	| Dyna Brothers (Jpn)					| 		| 1992	| CRI		| Sega Megadrive| 					|
| md_dynabr2	|  	| Dyna Brothers 2 (Jpn)					| 		| 1993	| CRI		| Sega Megadrive| 					|
| md_dynabr2sp	|  	| Dyna Brothers 2 - Sega Channel Special (Jpn, Sega Chan| md_dynabr2	| 1991	| Sega		| Sega Megadrive| 					|
| dynablst	|  	| Dynablaster / Bomber Man				| 		| 1991	| Irem (licensed| M90		| 					|
| dynduke	|  	| Dynamite Duke (Europe set 1)				| 		| 1989	| Seibu Kaihatsu| Miscellaneous	| 					|
| dyndukea	|  	| Dynamite Duke (Europe set 2)				| dynduke	| 1989	| Seibu Kaihatsu| Miscellaneous	| 					|
| dyndukej	|  	| Dynamite Duke (Japan)					| dynduke	| 1989	| Seibu Kaihatsu| Miscellaneous	| 					|
| dyndukeu	|  	| Dynamite Duke (US)					| dynduke	| 1989	| Seibu Kaihatsu| Miscellaneous	| 					|
| md_dynduke1	|  	| Dynamite Duke (World)					| md_dynduke	| 1990	| Sega		| Sega Megadrive| 					|
| md_dynduke	|  	| Dynamite Duke (World, Rev. A)				| 		| 1990	| Sega		| Sega Megadrive| 					|
| dduxbl	|  	| Dynamite Dux (bootleg)				| ddux		| 1989	| bootleg	| System 16B	| 					|
| ddux1		|  	| Dynamite Dux (set 1, 8751 317-0095)			| ddux		| 1989	| Sega		| System 16B	| 					|
| ddux		|  	| Dynamite Dux (set 2, FD1094 317-0096)			| 		| 1989	| Sega		| System 16B	| 					|
| md_dhead	|  	| Dynamite Headdy (Euro, USA)				| 		| 1994	| Sega		| Sega Megadrive| 					|
| md_dheadj	|  	| Dynamite Headdy (Jpn)					| md_dhead	| 1994	| Sega		| Sega Megadrive| 					|
| md_dheadjp	|  	| Dynamite Headdy (Jpn, Prototype)			| md_dhead	| 1994	| Sega		| Sega Megadrive| 					|
| md_dheadp3	|  	| Dynamite Headdy (Prototype, 19940614-CABEZA)		| md_dhead	| 1994	| Sega		| Sega Megadrive| 					|
| md_dheadp2	|  	| Dynamite Headdy (Prototype, 19940616)			| md_dhead	| 1994	| Sega		| Sega Megadrive| 					|
| md_dheadp1	|  	| Dynamite Headdy (Prototype, 19940622)			| md_dhead	| 1994	| Sega		| Sega Megadrive| 					|
| dynwar	|  	| Dynasty Wars (US set 1)				| 		| 1989	| Capcom	| CPS1		| 					|
| dynwara	|  	| Dynasty Wars (US set 2)				| dynwar	| 1989	| Capcom	| CPS1		| 					|
| md_dynoblaz	|  	| Dyno Blaze (Early Prototype)				| 		| 199?	| <unknown>	| Sega Megadrive| 					|
| eswatbl	|  	| E-Swat - Cyber Police (bootleg)			| eswat		| 1989	| bootleg	| System 16B	| 					|
| eswatj	|  	| E-Swat - Cyber Police (set 1, Japan, FD1094 317-0128)	| eswat		| 1989	| Sega		| System 16B	| 					|
| eswatu	|  	| E-Swat - Cyber Police (set 2, US, FD1094 317-0129)	| eswat		| 1989	| Sega		| System 16B	| 					|
| eswat		|  	| E-Swat - Cyber Police (set 3, World, FD1094 317-0130)	| 		| 1989	| Sega		| System 16B	| 					|
| md_eahockey	|  	| EA Hockey (Euro)					| 		| 1991	| Electronic Art| Sega Megadrive| 					|
| md_eahockeyj	|  	| EA Hockey (Jpn)					| md_eahockey	| 1992	| Electronic Art| Sega Megadrive| 					|
| md_easports	|  	| EA Sports Double Header (Euro)			| 		| 1993	| Electronic Art| Sega Megadrive| 					|
| eagle		|  	| Eagle (set 1)						| mooncrst	| 1980	| Centuri	| Galaxian	| 					|
| eagle2	|  	| Eagle (set 2)						| mooncrst	| 1980	| Centuri	| Galaxian	| 					|
| eagle3	|  	| Eagle (set 3)						| mooncrst	| 1980	| Centuri	| Galaxian	| 					|
| md_earnest	|  	| Earnest Evans (USA)					| 		| 1992	| Renovation	| Sega Megadrive| 					|
| md_ejim	|  	| Earthworm Jim (Euro)					| 		| 1994	| Virgin Interac| Sega Megadrive| 					|
| md_ejimu	|  	| Earthworm Jim (USA)					| md_ejim	| 1994	| Playmates Inte| Sega Megadrive| 					|
| md_ejim2	|  	| Earthworm Jim 2 (Euro)				| 		| 1995	| Virgin Interac| Sega Megadrive| 					|
| md_ejim2u	|  	| Earthworm Jim 2 (USA)					| md_ejim2	| 1996	| Playmates Inte| Sega Megadrive| 					|
| md_ecco2	|  	| Ecco - The Tides of Time (Euro)			| 		| 1994	| Sega		| Sega Megadrive| 					|
| md_ecco2px11	|  	| Ecco - The Tides of Time (Prototype X11, 19940413)	| md_ecco2	| 1994	| Sega		| Sega Megadrive| 					|
| md_ecco2p	|  	| Ecco - The Tides of Time (Prototype)			| md_ecco2	| 1994	| Sega		| Sega Megadrive| 					|
| md_ecco2p2	|  	| Ecco - The Tides of Time (Prototype, 19940429)	| md_ecco2	| 1994	| Sega		| Sega Megadrive| 					|
| md_ecco2p1	|  	| Ecco - The Tides of Time (Prototype, Alt)		| md_ecco2	| 1994	| Sega		| Sega Megadrive| 					|
| md_ecco2u	|  	| Ecco - The Tides of Time (USA)			| md_ecco2	| 1994	| Sega		| Sega Megadrive| 					|
| md_eccojr	|  	| Ecco Jr. (USA, Oceania, 199502)			| 		| 1995	| Sega		| Sega Megadrive| 					|
| md_eccojr1	|  	| Ecco Jr. (USA, Oceania, 199503)			| md_eccojr	| 1995	| Sega		| Sega Megadrive| 					|
| md_ecco	|  	| Ecco the Dolphin (Euro, USA, Kor)			| 		| 1993	| Sega		| Sega Megadrive| 					|
| md_eccoj	|  	| Ecco the Dolphin (Jpn)				| md_ecco	| 1993	| Sega		| Sega Megadrive| 					|
| md_ecco2j	|  	| Ecco the Dolphin II (Jpn)				| md_ecco2	| 1994	| Sega		| Sega Megadrive| 					|
| ecofghtra	|  	| Eco Fighters (931203 Asia)				| ecofghtr	| 1993	| Capcom	| CPS2		| 					|
| ecofghtr	|  	| Eco Fighters (931203 etc)				| 		| 1993	| Capcom	| CPS2		| 					|
| ecofghtrh	|  	| Eco Fighters (931203 Hispanic)			| ecofghtr	| 1993	| Capcom	| CPS2		| 					|
| ecofghtru1	|  	| Eco Fighters (931203 USA)				| ecofghtr	| 1993	| Capcom	| CPS2		| 					|
| ecofghtrd	|  	| Eco Fighters (931203 World Phoenix Edition)		| ecofghtr	| 1993	| bootleg	| CPS2		| 					|
| ecofghtru	|  	| Eco Fighters (940215 USA)				| ecofghtr	| 1993	| Capcom	| CPS2		| 					|
| egghunt	|  	| Egg Hunt						| 		| 1995	| Invi Image	| Miscellaneous	| 					|
| eggor		|  	| Eggor							| 		| 1982	| Telko		| Pac-man	| 					|
| eggs		|  	| Eggs							| scregg	| 1983	| [Technos] Univ| Miscellaneous	| 					|
| 8bpm		|  	| Eight Ball Action (Pac-Man conversion)		| 8ballact	| 1985	| Seatongrove Lt| Pac-man	| 					|
| eightfrc	|  	| Eight Forces						| 		| 1994	| Tecmo		| Seta		| 					|
| eightman	|  	| Eight Man (NGM-025)(NGH-025)				| 		| 1991	| SNK / Pallas	| Neo Geo MVS	| 					|
| md_elvientoj	|  	| El Viento (Jpn)					| md_elviento	| 1991	| Wolf Team	| Sega Megadrive| 					|
| md_elviento	|  	| El Viento (USA)					| 		| 1991	| Renovation	| Sega Megadrive| 					|
| md_elemastj	|  	| Elemental Master (Jpn)				| md_elemast	| 1990	| Technosoft	| Sega Megadrive| 					|
| md_elemast	|  	| Elemental Master (USA)				| 		| 1993	| Renovation	| Sega Megadrive| 					|
| md_elimdown	|  	| Eliminate Down (Jpn)					| 		| 1993	| Soft Vision	| Sega Megadrive| 					|
| md_elit95	|  	| Elitserien 95 (Swe)					| 		| 1994	| Electronic Art| Sega Megadrive| 					|
| md_elit96	|  	| Elitserien 96 (Swe)					| 		| 1995	| Electronic Art| Sega Megadrive| 					|
| md_empsteel	|  	| Empire of Steel (Euro)				| 		| 1992	| Flying Edge	| Sega Megadrive| 					|
| endurobl	|  	| Enduro Racer (bootleg set 1)				| enduror	| 1986	| bootleg	| Hang-On	| 					|
| enduror	|  	| Enduro Racer (YM2151, FD1089B 317-0013A)		| 		| 1986	| Sega		| Hang-On	| 					|
| enduror1	|  	| Enduro Racer (YM2203, FD1089B 317-0013A)		| enduror	| 1986	| Sega		| Hang-On	| 					|
| pce_energy	|  	| Energy						| 		| 1989	| NCS		| PC Engine	| 					|
| enforce	|  	| Enforce (Japan)					| 		| 1988	| Taito Corporat| Taito-Z	| 					|
| esckids	|  	| Escape Kids (Asia, 4 Players)				| 		| 1991	| Konami	| GX975		| 					|
| esckidsj	|  	| Escape Kids (Japan, 2 Players)			| esckids	| 1991	| Konami	| GX975		| 					|
| espradejo	|  	| ESP Ra.De. (Japan, ver. 98/04/14)			| esprade	| 1998	| Atlus / Cave	| Cave		| 					|
| espradej	|  	| ESP Ra.De. (Japan, ver. 98/04/21)			| esprade	| 1998	| Atlus / Cave	| Cave		| 					|
| esprade	|  	| ESP Ra.De. - A.D.2018 Tokyo (International, ver. 98/04| 		| 1998	| Atlus / Cave	| Cave		| 					|
| espgal	|  	| Espgaluda (V100, Japan)				| 		| 2003	| CAVE / AMI	| PolyGameMaster| 					|
| md_espnbb	|  	| ESPN Baseball Tonight (USA)				| 		| 1995	| Sony Imagesoft| Sega Megadrive| 					|
| md_espnhn	|  	| ESPN National Hockey Night (USA)			| 		| 1994	| Sony Imagesoft| Sega Megadrive| 					|
| md_espnhnp	|  	| ESPN National Hockey Night (USA, Prototype)		| md_espnhn	| 1994	| Sony Imagesoft| Sega Megadrive| 					|
| md_espnsped	|  	| ESPN Speedworld (USA)					| 		| 1994	| Sony Imagesoft| Sega Megadrive| 					|
| md_espnspedp	|  	| ESPN Speedworld (USA, Prototype)			| md_espnsped	| 1994	| Sony Imagesoft| Sega Megadrive| 					|
| md_espnnfl	|  	| ESPN Sunday Night NFL (USA)				| 		| 1994	| Sony Imagesoft| Sega Megadrive| 					|
| md_espnnflp	|  	| ESPN Sunday Night NFL (USA, Prototype)		| md_espnnfl	| 1994	| Sony Imagesoft| Sega Megadrive| 					|
| md_eswat	|  	| ESWAT - City Under Siege (Euro, USA, Rev. A)		| 		| 1990	| Sega		| Sega Megadrive| 					|
| md_eternalc	|  	| Eternal Champions (Euro)				| 		| 1994	| Sega		| Sega Megadrive| 					|
| md_eternalcp	|  	| Eternal Champions (Euro, Prototype)			| md_eternalc	| 1994	| Sega		| Sega Megadrive| 					|
| md_eternalcj	|  	| Eternal Champions (Jpn, Kor)				| md_eternalc	| 1994	| Sega		| Sega Megadrive| 					|
| md_eternalcjp	|  	| Eternal Champions (Jpn, Prototype, 19931117)		| md_eternalc	| 1994	| Sega		| Sega Megadrive| 					|
| md_eternalcu	|  	| Eternal Champions (USA)				| md_eternalc	| 1994	| Sega		| Sega Megadrive| 					|
| euroch92	|  	| Euro Champ '92 (World)				| footchmp	| 1992	| Taito Corporat| Taito-F2	| 					|
| wc90b1	|  	| Euro League (Italian hack of Tecmo World Cup '90)	| wc90		| 1989	| bootleg	| Miscellaneous	| 					|
| md_eurosens	|  	| Europa Sensen (Jpn)					| md_opeurope	| 1993	| Koei		| Sega Megadrive| 					|
| md_euroclub	|  	| European Club Soccer (Euro)				| 		| 1992	| Virgin Games	| Sega Megadrive| 					|
| md_evander	|  	| Evander Holyfield's 'Real Deal' Boxing (World)	| 		| 1992	| Sega		| Sega Megadrive| 					|
| md_exmutant	|  	| Ex-Mutants (Euro, USA)				| 		| 1992	| Sega		| Sega Megadrive| 					|
| md_exranza	|  	| Ex-Ranza (Jpn)					| md_rangerx	| 1993	| Sega		| Sega Megadrive| 					|
| md_exranzap	|  	| Ex-Ranza (Jpn, Prototype)				| md_rangerx	| 1993	| Sega		| Sega Megadrive| 					|
| exctleag	|  	| Excite League (FD1094 317-0079)			| 		| 1989	| Sega		| System 16B	| 					|
| exedexes	|  	| Exed Exes						| 		| 1985	| Capcom	| Miscellaneous	| 					|
| exerizerb	|  	| Exerizer (Japan) (bootleg)				| skyfox	| 1987	| Jaleco	| Miscellaneous	| 					|
| md_exile	|  	| Exile (USA)						| 		| 1991	| Renovation	| Sega Megadrive| 					|
| md_exilej	|  	| Exile - Toki no Hazama e (Jpn)			| md_exile	| 1991	| Riot		| Sega Megadrive| 					|
| md_exosquad	|  	| Exo Squad (Euro)					| 		| 1995	| Virgin Interac| Sega Megadrive| 					|
| md_exosquadu	|  	| Exo Squad (USA)					| md_exosquad	| 1995	| Playmates Inte| Sega Megadrive| 					|
| md_exosquadup	|  	| Exo Squad (USA, Prototype)				| md_exosquad	| 1995	| Playmates Inte| Sega Megadrive| 					|
| exodus	|  	| Exodus (bootleg?)					| redufo	| 19??	| Subelectro	| Galaxian	| 					|
| md_exodus	|  	| Exodus - Journey to the Promised Land (USA)		| 		| 1993	| Wisdom Tree	| Sega Megadrive| 					|
| explorer	|  	| Explorer						| scramble	| 1981	| bootleg	| Galaxian	| 					|
| explbrkr	|  	| Explosive Breaker					| 		| 1992	| Kaneko	| Kaneko16	| 					|
| extrmatnj	|  	| Extermination (Japan)					| extrmatn	| 1987	| Taito Corporat| Miscellaneous	| 					|
| extrmatnu	|  	| Extermination (US)					| extrmatn	| 1987	| [Taito] World | Miscellaneous	| 					|
| extrmatn	|  	| Extermination (World)					| 		| 1987	| Taito Corporat| Miscellaneous	| 					|
| extdwnhl	|  	| Extreme Downhill (v1.5)				| 		| 1995	| Sammy Industri| Seta		| 					|
| eyesb		|  	| Eyes (bootleg set 1)					| eyes		| 1982	| bootleg	| Pac-man	| 					|
| eyeszacb	|  	| Eyes (bootleg set 2, decrypted)			| eyes		| 1982	| bootleg	| Pac-man	| 					|
| eyes		|  	| Eyes (Digitrex Techstar)				| 		| 1982	| Digitrex Techs| Pac-man	| 					|
| eyes2		|  	| Eyes (Techstar)					| eyes		| 1982	| Techstar (Rock| Pac-man	| 					|
| pce_f1dream	|  	| F-1 Dream						| 		| 1989	| NEC		| PC Engine	| 					|
| f1dream	|  	| F-1 Dream						| 		| 1988	| Capcom (Romsta| Miscellaneous	| 					|
| f1dreamb	|  	| F-1 Dream (bootleg)					| f1dream	| 1988	| bootleg	| Miscellaneous	| 					|
| f1gp		|  	| F-1 Grand Prix					| 		| 1991	| Video System C| Miscellaneous	| 					|
| f1gpb		| D NW	| F-1 Grand Prix (Playmark bootleg)			| f1gp		| 1991	| [Video System | Miscellaneous	| 					|
| f1gp2		|  	| F-1 Grand Prix Part II				| 		| 1992	| Video System C| Miscellaneous	| 					|
| pce_f1pilot	|  	| F-1 Pilot - You're King of Kings			| 		| 1989	| Pack-In-Video	| PC Engine	| 					|
| md_f117	|  	| F-117 Night Storm (Euro, USA)				| 		| 1993	| Electronic Art| Sega Megadrive| 					|
| md_f117j	|  	| F-117 Stealth - Operation Night Storm (Jpn)		| md_f117	| 1994	| Electronic Art| Sega Megadrive| 					|
| md_f15se2	|  	| F-15 Strike Eagle II (Euro)				| 		| 1993	| Microprose	| Sega Megadrive| 					|
| md_f15se2u	|  	| F-15 Strike Eagle II (USA)				| md_f15se2	| 1993	| Microprose	| Sega Megadrive| 					|
| md_f15se2up	|  	| F-15 Strike Eagle II (USA, Prototype)			| md_f15se2	| 1993	| Microprose	| Sega Megadrive| 					|
| md_f22a	|  	| F-22 Interceptor (Euro, USA, 199109)			| md_f22	| 1991	| Electronic Art| Sega Megadrive| 					|
| md_f22	|  	| F-22 Interceptor (Euro, USA, 199206)			| 		| 1991	| Electronic Art| Sega Megadrive| 					|
| md_f22p	|  	| F-22 Interceptor (Euro, USA, Prototype)		| md_f22	| 1991	| Electronic Art| Sega Megadrive| 					|
| md_f22j	|  	| F-22 Interceptor (Jpn)				| md_f22	| 1993	| Electronic Art| Sega Megadrive| 					|
| fxa		|  	| F-X (alternate set)					| srdmissn	| 1986	| bootleg	| Kyugo		| 					|
| fx		|  	| F-X							| srdmissn	| 1986	| bootleg	| Kyugo		| 					|
| md_f1		|  	| F1 (Euro)						| 		| 1993	| Tengen	| Sega Megadrive| 					|
| md_f1wc	|  	| F1 - World Championship Edition (Euro)		| 		| 1993	| Domark	| Sega Megadrive| 					|
| md_f1wcp	|  	| F1 - World Championship Edition (Euro, Prototype)	| md_f1wc	| 1993	| Domark	| Sega Megadrive| 					|
| pce_f1circus	|  	| F1 Circus						| 		| 1990	| Nihon Bussan	| PC Engine	| 					|
| pce_f1circ91	|  	| F1 Circus '91 - World Championship			| 		| 1991	| Nihon Bussan	| PC Engine	| 					|
| pce_f1circ92	|  	| F1 Circus '92 - The Speed of Sound			| 		| 1992	| Nihon Bussan	| PC Engine	| 					|
| pce_f1circus1	|  	| F1 Circus (Alt)					| pce_f1circus	| 1990	| Nihon Bussan	| PC Engine	| 					|
| md_f1circus	|  	| F1 Circus MD (Jpn)					| 		| 1991	| Nichibutsu	| Sega Megadrive| 					|
| pce_f1tb	|  	| F1 Triple Battle					| 		| 1989	| Human		| PC Engine	| 					|
| tg_falcon	|  	| Falcon						| 		| 1992	| TTI		| TurboGrafx 16	| 					|
| md_famfeud	|  	| Family Feud (USA)					| 		| 1993	| GameTek	| Sega Megadrive| 					|
| fncywld	|  	| Fancy World - Earth of Crisis				| 		| 1996	| Unico		| Miscellaneous	| 					|
| fantasia	|  	| Fantasia						| 		| 1994	| Comad / New Ja| Miscellaneous	| 					|
| md_fantasia1	|  	| Fantasia (World)					| md_fantasia	| 1991	| Sega		| Sega Megadrive| 					|
| md_fantasia	|  	| Fantasia (World, Rev. A)				| 		| 1991	| Sega		| Sega Megadrive| 					|
| fantsia2	|  	| Fantasia II (Explicit)				| 		| 1997	| Comad		| Miscellaneous	| 					|
| fantsia2a	|  	| Fantasia II (Less Explicit)				| fantsia2	| 1997	| Comad		| Miscellaneous	| 					|
| fantastc	|  	| Fantastic						| 		| 198?	| Taito do Brasi| Galaxian	| 					|
| md_fantdizz	|  	| Fantastic Dizzy (Euro, USA)				| 		| 1991	| Codemasters	| Sega Megadrive| 					|
| md_fantdizz1	|  	| Fantastic Dizzy (Euro, USA, Alt)			| md_fantdizz	| 1991	| Codemasters	| Sega Megadrive| 					|
| fantsy95	|  	| Fantasy '95						| 		| 1995	| Hi-max Technol| Miscellaneous	| 					|
| tg_fantzone	|  	| Fantasy Zone						| 		| 1989	| NEC		| TurboGrafx 16	| 					|
| pce_fantzone	|  	| Fantasy Zone						| 		| 1988	| NEC		| PC Engine	| 					|
| fantzonep	|  	| Fantasy Zone (317-5000)				| fantzone	| 1986	| Sega		| System 16A	| 					|
